id	description	uniprotIDs	ncbiIDs
B17R04C10	PH domain-containing protein C10orf81	Q5SXH7	BC036365.1
B17R04C11	protein phosphatase 3 (formerly 2B), regulatory subunit B, beta isoform (PPP3R2)	Q96LZ3	NM_147180.1
B17R04C12	protein phosphatase 3 (formerly 2B), regulatory subunit B, beta isoform (PPP3R2)	Q96LZ3	NM_147180.1
B17R04C13	Ropporin-1-like protein	Q96C74	BC014607.2
B17R04C14	Ropporin-1-like protein	Q96C74	BC014607.2
B17R04C15	major histocompatibility complex, class II, DM alpha (HLA-DMA)	P28067	NM_006120.2
B17R04C16	major histocompatibility complex, class II, DM alpha (HLA-DMA)	P28067	NM_006120.2
B17R04C17	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha (PIP5K1A)	A8K4Q0	BC007833.2
B17R04C18	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha (PIP5K1A)	A8K4Q0	BC007833.2
B17R04C19	pseudouridylate synthase-like 1 (PUSL1)	Q8N0Z8	NM_153339.1
B17R04C20	pseudouridylate synthase-like 1 (PUSL1)	Q8N0Z8	NM_153339.1
B17R04C21	protein phosphatase 1K (PP2C domain containing) (PPM1K)	Q8N3J5	NM_152542.2
B17R04C22	protein phosphatase 1K (PP2C domain containing) (PPM1K)	Q8N3J5	NM_152542.2
B17R05C01	Protein PPRC1	Q96M27	NM_130809.2,BC017066.1
B17R05C02	Protein PPRC1	Q96M27	NM_130809.2,BC017066.1
B17R05C03	zinc finger protein 239 (ZNF239)	Q16600	BC026030.1
B17R05C04	zinc finger protein 239 (ZNF239)	Q16600	BC026030.1
B17R05C05	gastrokine 1 (GKN1)	Q9NS71	NM_019617.2
B17R05C06	gastrokine 1 (GKN1)	Q9NS71	NM_019617.2
B17R05C07	vitamin D (1,25- dihydroxyvitamin D3) receptor (VDR), transcript variant 1	P11473	NM_000376.1
B17R05C08	vitamin D (1,25- dihydroxyvitamin D3) receptor (VDR), transcript variant 1	P11473	NM_000376.1
B17R05C09	protein tyrosine phosphatase, non-receptor type 22 (lymphoid) (PTPN22)	Q8WVM1	BC017785.1
B17R05C10	protein tyrosine phosphatase, non-receptor type 22 (lymphoid) (PTPN22)	Q8WVM1	BC017785.1
B17R05C11	tumor protein D52-like 3 (TPD52L3)	Q96J77	BC033792.1,BC017589.2
B17R05C12	tumor protein D52-like 3 (TPD52L3)	Q96J77	BC033792.1,BC017589.2
B17R05C13	chromosome 16 open reading frame 48 (C16orf48)	Q9H0I2	NM_032140.1
B17R05C14	chromosome 16 open reading frame 48 (C16orf48)	Q9H0I2	NM_032140.1
B17R05C15	acid phosphatase 1, soluble (ACP1), transcript variant 2	A8K1L9	NM_007099.1
B17R05C16	acid phosphatase 1, soluble (ACP1), transcript variant 2	A8K1L9	NM_007099.1
B17R05C17	transmembrane protein 182 (TMEM182)	Q6ZP80	BC020898.1
B17R05C18	transmembrane protein 182 (TMEM182)	Q6ZP80	BC020898.1
B17R05C19	hypothetical protein LOC51252 (LOC51252)	Q8IXR5	NM_016490.3
B17R05C20	hypothetical protein LOC51252 (LOC51252)	Q8IXR5	NM_016490.3
B17R05C21	Hypothetical protein FLJ22419 (FLJ22419), mRNA	NA	NA
B17R05C22	Hypothetical protein FLJ22419 (FLJ22419), mRNA	NA	NA
B17R06C01	Zinc finger protein 549, mRNA (cDNA clone MGC:71804 IMAGE:30340439), complete cds	NA	NA
B17R06C02	Zinc finger protein 549, mRNA (cDNA clone MGC:71804 IMAGE:30340439), complete cds	NA	NA
B17R06C03	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2 (NDUFA4L2)	Q9NRX3	NM_020142.2
B17R06C04	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2 (NDUFA4L2)	Q9NRX3	NM_020142.2
B17R06C05	nuclear factor I/C (CCAAT-binding transcription factor) (NFIC)	P08651	BC012120.1
B17R06C06	nuclear factor I/C (CCAAT-binding transcription factor) (NFIC)	P08651	BC012120.1
B17R06C07	serine/threonine kinase 38 (STK38)	Q15208	NM_007271.1
B17R06C08	serine/threonine kinase 38 (STK38)	Q15208	NM_007271.1
B17R06C09	ASF1 anti-silencing function 1 homolog A (S. cerevisiae) (ASF1A)	Q9Y294	NM_014034.1
B17R06C10	ASF1 anti-silencing function 1 homolog A (S. cerevisiae) (ASF1A)	Q9Y294	NM_014034.1
B17R06C11	thioesterase superfamily member 4 (THEM4)	A8K0C9	NM_053055.2
B17R06C12	thioesterase superfamily member 4 (THEM4)	A8K0C9	NM_053055.2
B17R06C13	outer dense fiber of sperm tails 2 (ODF2), transcript variant 1	Q5BJF6	NM_002540.3
B17R06C14	outer dense fiber of sperm tails 2 (ODF2), transcript variant 1	Q5BJF6	NM_002540.3
B17R06C15	bromodomain and WD repeat domain containing 1 (BRWD1), transcript variant 3	Q9NSI6	NM_001007246.1
B17R06C16	bromodomain and WD repeat domain containing 1 (BRWD1), transcript variant 3	Q9NSI6	NM_001007246.1
B17R06C17	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa (NDUFA11)	Q86Y39	NM_175614.2
B17R06C18	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa (NDUFA11)	Q86Y39	NM_175614.2
B17R06C19	parvin, alpha (PARVA)	Q9NVD7	NM_018222.2
B17R06C20	parvin, alpha (PARVA)	Q9NVD7	NM_018222.2
B17R06C21	tensin 1 (TNS1)	Q9HBL0	BC051304.1
B17R06C22	tensin 1 (TNS1)	Q9HBL0	BC051304.1
B17R07C01	transmembrane protein 43 (TMEM43)	Q9BTV4	BC011719.1,NM_024334.1
B17R07C02	transmembrane protein 43 (TMEM43)	Q9BTV4	BC011719.1,NM_024334.1
B17R07C03	triosephosphate isomerase 1 (TPI1)	P60174	NM_000365.2,BC017917.1
B17R07C04	triosephosphate isomerase 1 (TPI1)	P60174	NM_000365.2,BC017917.1
B17R07C05	hypothetical protein HSPC152 (HSPC152)	Q9UI30	NM_016404.1,BC029482.1
B17R07C06	hypothetical protein HSPC152 (HSPC152)	Q9UI30	NM_016404.1,BC029482.1
B17R07C07	Similar to RIKEN cDNA 2310002J15 gene (MGC59937)	Q86UY7	NM_199001.1
B17R07C08	Similar to RIKEN cDNA 2310002J15 gene (MGC59937)	Q86UY7	NM_199001.1
B17R07C09	kinesin family member 3A (KIF3A)	Q9Y496	NM_007054.1
B17R07C10	kinesin family member 3A (KIF3A)	Q9Y496	NM_007054.1
B17R07C11	ARP3 actin-related protein 3 homolog (yeast) (ACTR3)	P61158	BC044590.1
B17R07C12	ARP3 actin-related protein 3 homolog (yeast) (ACTR3)	P61158	BC044590.1
B17R07C13	lymphotoxin beta (TNF superfamily, member 3) (LTB), transcript variant 2	Q52LU8	NM_009588.1
B17R07C14	lymphotoxin beta (TNF superfamily, member 3) (LTB), transcript variant 2	Q52LU8	NM_009588.1
B17R07C15	islet amyloid polypeptide (IAPP)	P10997	NM_000415.1
B17R07C16	islet amyloid polypeptide (IAPP)	P10997	NM_000415.1
B17R07C17	chromosome 11 open reading frame 72 (C11orf72)	Q8NBR9	NM_173578.1
B17R07C18	chromosome 11 open reading frame 72 (C11orf72)	Q8NBR9	NM_173578.1
B17R07C19	lipoprotein, Lp(a)-like 2 (LPAL2), transcript variant 1	A6NCX2	NM_024492.2
B17R07C20	lipoprotein, Lp(a)-like 2 (LPAL2), transcript variant 1	A6NCX2	NM_024492.2
B17R07C21	cDNA clone MGC:31944 IMAGE:4878869, complete cds	P01842	BC022098.1
B17R07C22	cDNA clone MGC:31944 IMAGE:4878869, complete cds	P01842	BC022098.1
B17R08C01	adaptor-related protein complex 4, mu 1 subunit (AP4M1)	O00189	NM_004722.2
B17R08C02	adaptor-related protein complex 4, mu 1 subunit (AP4M1)	O00189	NM_004722.2
B17R08C03	RNA binding motif protein 9 (RBM9)	A8MVJ8,O43251	BC013115.1,BC025281.1
B17R08C04	RNA binding motif protein 9 (RBM9)	A8MVJ8,O43251	BC013115.1,BC025281.1
B17R08C05	hexamthylene bis-acetamide inducible 2 (HEXIM2)	Q96MH2	NM_144608.1
B17R08C06	hexamthylene bis-acetamide inducible 2 (HEXIM2)	Q96MH2	NM_144608.1
B17R08C07	eukaryotic translation initiation factor 4A, isoform 2 (EIF4A2)	Q14240	BC015842.1,BC013708.1,BC016295.1,BC012547.1
B17R08C08	eukaryotic translation initiation factor 4A, isoform 2 (EIF4A2)	Q14240	BC015842.1,BC013708.1,BC016295.1,BC012547.1
B17R08C09	glycosyltransferase 8 domain containing 2 (GLT8D2)	Q9H1C3	NM_031302.2
B17R08C10	glycosyltransferase 8 domain containing 2 (GLT8D2)	Q9H1C3	NM_031302.2
B17R08C11	polymerase (RNA) III (DNA directed) polypeptide C (62kD) (POLR3C)	Q9BUI4	NM_006468.3,BC004424.1
B17R08C12	polymerase (RNA) III (DNA directed) polypeptide C (62kD) (POLR3C)	Q9BUI4	NM_006468.3,BC004424.1
B17R08C13	spermatogenic leucine zipper 1 (SPZ1)	Q9BXG8	NM_032567.1
B17R08C14	spermatogenic leucine zipper 1 (SPZ1)	Q9BXG8	NM_032567.1
B17R08C15	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast) (IMP3)	Q9NV31	NM_018285.1
B17R08C16	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast) (IMP3)	Q9NV31	NM_018285.1
B17R08C17	mesoderm induction early response 1 homolog (Xenopus laevis) (MIER1)	Q8N108	BC017423.1
B17R08C18	mesoderm induction early response 1 homolog (Xenopus laevis) (MIER1)	Q8N108	BC017423.1
B17R08C19	family with sequence similarity 120C (FAM120C)	NA	NM_017848.1
B17R08C20	family with sequence similarity 120C (FAM120C)	NA	NM_017848.1
B17R08C21	calmodulin 3 (phosphorylase kinase, delta) (CALM3)	P62158	BC006182.1
B17R08C22	calmodulin 3 (phosphorylase kinase, delta) (CALM3)	P62158	BC006182.1
B17R09C01	interferon, omega 1 (IFNW1)	P05000	NM_002177.1
B17R09C02	interferon, omega 1 (IFNW1)	P05000	NM_002177.1
B17R09C03	c-src tyrosine kinase (CSK)	NA	NA
B17R09C04	c-src tyrosine kinase (CSK)	NA	NA
B17R09C05	achaete-scute complex homolog 3 (Drosophila) (ASCL3)	Q9NQ33	NM_020646.1
B17R09C06	achaete-scute complex homolog 3 (Drosophila) (ASCL3)	Q9NQ33	NM_020646.1
B17R09C07	kallikrein-related peptidase 9 (KLK9)	Q9UKQ9	NM_012315.1
B17R09C08	kallikrein-related peptidase 9 (KLK9)	Q9UKQ9	NM_012315.1
B17R09C09	arginase, liver (ARG1)	P05089	NM_000045.2
B17R09C10	arginase, liver (ARG1)	P05089	NM_000045.2
B17R09C11	isopentenyl-diphosphate delta isomerase 1 (IDI1)	Q13907	NM_004508.1
B17R09C12	isopentenyl-diphosphate delta isomerase 1 (IDI1)	Q13907	NM_004508.1
B17R09C13	PHD finger protein 19	Q5T6S3	BC022374.1
B17R09C14	PHD finger protein 19	Q5T6S3	BC022374.1
B17R09C15	S100 calcium binding protein A3 (S100A3)	P33764	NM_002960.1
B17R09C16	S100 calcium binding protein A3 (S100A3)	P33764	NM_002960.1
B17R09C17	Serine/threonine-protein kinase 40	Q8N2I9	BC005169.1,BC007835.1
B17R09C18	Serine/threonine-protein kinase 40	Q8N2I9	BC005169.1,BC007835.1
B17R09C19	Putative methyltransferase METT10D	Q86W50	BC050603.1,BC001213.1
B17R09C20	Putative methyltransferase METT10D	Q86W50	BC050603.1,BC001213.1
B17R09C21	replication protein A2, 32kDa (RPA2)	P15927	NM_002946.2
B17R09C22	replication protein A2, 32kDa (RPA2)	P15927	NM_002946.2
B17R10C01	Nucleoporin Nup37	Q8NFH4	NM_024057.1
B17R10C02	Nucleoporin Nup37	Q8NFH4	NM_024057.1
B17R10C03	Cyclin-dependent kinase inhibitor 1	P38936	NM_078467.1
B17R10C04	Cyclin-dependent kinase inhibitor 1	P38936	NM_078467.1
B17R10C05	T-cell receptor alpha chain C region	P01848	BC025727.1
B17R10C06	T-cell receptor alpha chain C region	P01848	BC025727.1
B17R10C07	Ring finger and transmembrane domain-containing protein 2	Q96EX2	BC011878.2
B17R10C08	Ring finger and transmembrane domain-containing protein 2	Q96EX2	BC011878.2
B17R10C09	Unknown (protein for MGC:19786)	NA	BC010117.1
B17R10C10	Unknown (protein for MGC:19786)	NA	BC010117.1
B17R11C21	V-set and immunoglobulin domain containing 2 (VSIG2), mRNA	NA	NA
B17R11C22	V-set and immunoglobulin domain containing 2 (VSIG2), mRNA	NA	NA
B17R12C01	Tyrosinase-related protein 1 (TYRP1), mRNA	NA	NA
B17R12C02	Tyrosinase-related protein 1 (TYRP1), mRNA	NA	NA
B17R12C03	elastase 2B (ELA2B)	P08218	NM_015849.2
B17R12C04	elastase 2B (ELA2B)	P08218	NM_015849.2
B17R12C05	coiled-coil domain containing 40 (CCDC40)	Q4G0X9	BC058288.1
B17R12C06	coiled-coil domain containing 40 (CCDC40)	Q4G0X9	BC058288.1
B17R12C07	coiled-coil domain containing 83 (CCDC83)	Q8IWF9	BC040280.1
B17R12C08	coiled-coil domain containing 83 (CCDC83)	Q8IWF9	BC040280.1
B17R12C09	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B (MGAT4B)	Q9UQ53	BC051835.1
B17R12C10	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B (MGAT4B)	Q9UQ53	BC051835.1
B17R12C11	FCH and double SH3 domains 1 (FCHSD1)	Q86WN1	BC047016.1
B17R12C12	FCH and double SH3 domains 1 (FCHSD1)	Q86WN1	BC047016.1
B17R12C13	chromosome 12 open reading frame 31 (C12orf31)	Q9BRT6	NM_032338.2
B17R12C14	chromosome 12 open reading frame 31 (C12orf31)	Q9BRT6	NM_032338.2
B17R12C15	chromosome 7 open reading frame 28B (C7orf28B)	O95766	NM_198097.1
B17R12C16	chromosome 7 open reading frame 28B (C7orf28B)	O95766	NM_198097.1
B17R12C17	chromosome 6 open reading frame 108 (C6orf108), transcript variant 1	O43598	NM_006443.2
B17R12C18	chromosome 6 open reading frame 108 (C6orf108), transcript variant 1	O43598	NM_006443.2
B17R12C19	centaurin, alpha 2 (CENTA2)	Q9NPF8	BC033758.1
B17R12C20	centaurin, alpha 2 (CENTA2)	Q9NPF8	BC033758.1
B17R12C21	chromosome 11 open reading frame 52 (C11orf52)	Q96A22	NM_080659.1
B17R12C22	chromosome 11 open reading frame 52 (C11orf52)	Q96A22	NM_080659.1
B17R13C01	TNF receptor-associated protein 1 (TRAP1)	Q12931	BC018950.2
B17R13C02	TNF receptor-associated protein 1 (TRAP1)	Q12931	BC018950.2
B17R13C03	Radial spoke head 10 homolog B2	B2RC85	NM_173565.1,BC044242.1
B17R13C04	Radial spoke head 10 homolog B2	B2RC85	NM_173565.1,BC044242.1
B17R13C05	cystatin B (stefin B) (CSTB)	P04080	NM_000100.2
B17R13C06	cystatin B (stefin B) (CSTB)	P04080	NM_000100.2
B17R13C09	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1 (GNGT1)	P63211	NM_021955.1
B17R13C10	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1 (GNGT1)	P63211	NM_021955.1
B17R13C11	cyclin-dependent kinase inhibitor 1A (p21, Cip1) (CDKN1A)	P38936	BC001935.1
B17R13C12	cyclin-dependent kinase inhibitor 1A (p21, Cip1) (CDKN1A)	P38936	BC001935.1
B17R13C13	chromatin modifying protein 1B (CHMP1B)	Q7LBR1	NM_020412.1
B17R13C14	chromatin modifying protein 1B (CHMP1B)	Q7LBR1	NM_020412.1
B17R13C15	phosphate cytidylyltransferase 2, ethanolamine (PCYT2)	Q99447	NM_002861.1
B17R13C16	phosphate cytidylyltransferase 2, ethanolamine (PCYT2)	Q99447	NM_002861.1
B17R13C17	origin recognition complex, subunit 4-like (yeast) (ORC4L)	O43929	BC014847.1
B17R13C18	origin recognition complex, subunit 4-like (yeast) (ORC4L)	O43929	BC014847.1
B17R13C19	ets variant gene 3 (ETV3)	P41162	NM_005240.1
B17R13C20	ets variant gene 3 (ETV3)	P41162	NM_005240.1
B17R13C21	ras homolog gene family, member T2 (RHOT2)	Q8IXI1	NM_138769.1
B17R13C22	ras homolog gene family, member T2 (RHOT2)	Q8IXI1	NM_138769.1
B17R14C01	ribosomal protein S21 (RPS21)	P63220	BC018140.1
B17R14C02	ribosomal protein S21 (RPS21)	P63220	BC018140.1
B17R14C03	F-box and leucine-rich repeat protein 14 (FBXL14)	Q8N1E6	NM_152441.1
B17R14C04	F-box and leucine-rich repeat protein 14 (FBXL14)	Q8N1E6	NM_152441.1
B17R14C05	neurotrophic tyrosine kinase, receptor, type 2 (NTRK2), transcript variant b	Q16620	NM_001007097.1
B17R14C06	neurotrophic tyrosine kinase, receptor, type 2 (NTRK2), transcript variant b	Q16620	NM_001007097.1
B17R14C07	ubiquitin associated and SH3 domain containing, A (UBASH3A)	Q8N6V2	BC028138.1
B17R14C08	ubiquitin associated and SH3 domain containing, A (UBASH3A)	Q8N6V2	BC028138.1
B17R14C09	sodium channel, voltage-gated, type II, beta (SCN2B)	O60939	NM_004588.3
B17R14C10	sodium channel, voltage-gated, type II, beta (SCN2B)	O60939	NM_004588.3
B17R14C11	ubiquitin-conjugating enzyme E2C binding protein (UBE2CBP), mRNA.	Q5T4W2	NM_198920.1
B17R14C12	ubiquitin-conjugating enzyme E2C binding protein (UBE2CBP), mRNA.	Q5T4W2	NM_198920.1
B17R14C13	E3 ubiquitin-protein ligase MARCH1	Q8TCQ1	NM_017923.2
B17R14C14	E3 ubiquitin-protein ligase MARCH1	Q8TCQ1	NM_017923.2
B17R14C15	Inter-alpha-trypsin inhibitor heavy chain H1	P19827	NM_002215.1
B17R14C16	Inter-alpha-trypsin inhibitor heavy chain H1	P19827	NM_002215.1
B17R14C17	beta-transducin repeat containing (BTRC), transcript variant 2, mRNA.	Q5W142	NM_003939.2
B17R14C18	beta-transducin repeat containing (BTRC), transcript variant 2, mRNA.	Q5W142	NM_003939.2
B17R14C19	general transcription factor IIH, polypeptide 2, 44kDa (GTF2H2)	Q13888	BC005345.1
B17R14C20	general transcription factor IIH, polypeptide 2, 44kDa (GTF2H2)	Q13888	BC005345.1
B17R14C21	chromosome 20 open reading frame 114 (C20orf114)	Q8TDL5	BC008429.1
B17R14C22	chromosome 20 open reading frame 114 (C20orf114)	Q8TDL5	BC008429.1
B17R15C01	toll-interleukin 1 receptor (TIR) domain containing adaptor protein (TIRAP)	P58753	BC032474.1
B17R15C02	toll-interleukin 1 receptor (TIR) domain containing adaptor protein (TIRAP)	P58753	BC032474.1
B17R15C03	SFRS protein kinase 2 (SRPK2), transcript variant 2	P78362	NM_182691.1
B17R15C04	SFRS protein kinase 2 (SRPK2), transcript variant 2	P78362	NM_182691.1
B17R15C05	PREDICTED: Homo sapiens hypothetical protein FLJ34048 (FLJ34048)	NA	XM_379510.1
B17R15C06	PREDICTED: Homo sapiens hypothetical protein FLJ34048 (FLJ34048)	NA	XM_379510.1
B17R15C07	coiled-coil domain containing 75 (CCDC75)	Q8N954	NM_174931.1
B17R15C08	coiled-coil domain containing 75 (CCDC75)	Q8N954	NM_174931.1
B17R15C09	phosphodiesterase 8A (PDE8A), transcript variant 4	O60658	NM_173456.1
B17R15C10	phosphodiesterase 8A (PDE8A), transcript variant 4	O60658	NM_173456.1
B17R15C11	homogentisate 1,2-dioxygenase (homogentisate oxidase) (HGD)	Q93099	BC020792.1,NM_000187.1
B17R15C12	homogentisate 1,2-dioxygenase (homogentisate oxidase) (HGD)	Q93099	BC020792.1,NM_000187.1
B17R15C15	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian) (ERBB2), transcript variant 2	NA	NM_001005862.1
B17R15C16	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian) (ERBB2), transcript variant 2	NA	NM_001005862.1
B17R15C17	Death-associated protein kinase 1	P53355	NM_004938.1
B17R15C18	Death-associated protein kinase 1	P53355	NM_004938.1
B17R15C19	BMX non-receptor tyrosine kinase (BMX), transcript variant 2	P51813	NM_001721.2
B17R15C20	BMX non-receptor tyrosine kinase (BMX), transcript variant 2	P51813	NM_001721.2
B17R15C21	activin A receptor, type IB (ACVR1B), transcript variant 1	P36896	NM_004302.3
B17R15C22	activin A receptor, type IB (ACVR1B), transcript variant 1	P36896	NM_004302.3
B17R16C01	Tyrosine-protein kinase transmembrane receptor ROR2	Q01974	NM_004560.2
B17R16C02	Tyrosine-protein kinase transmembrane receptor ROR2	Q01974	NM_004560.2
B17R16C03	a serine/threonine kinase	NA	NM_004958.2
B17R16C04	a serine/threonine kinase	NA	NM_004958.2
B17R16C05	tyrosine kinase, non-receptor, 2	NA	NM_005781.2
B17R16C06	tyrosine kinase, non-receptor, 2	NA	NM_005781.2
B17R16C07	Calcium/calmodulin-dependent protein kinase kinase 1	Q8N5S9	NM_032294.2,NM_172207.1
B17R16C08	Calcium/calmodulin-dependent protein kinase kinase 1	Q8N5S9	NM_032294.2,NM_172207.1
B17R16C09	N-myristoyltransferase 2 (NMT2)	O60551	BC006376.1
B17R16C10	N-myristoyltransferase 2 (NMT2)	O60551	BC006376.1
B17R16C11	albumin (ALB)	P02768,Q8IUK7	BC035969.1,NM_000477.3
B17R16C12	albumin (ALB)	P02768,Q8IUK7	BC035969.1,NM_000477.3
B17R16C13	nuclear prelamin A recognition factor-like (NARFL)	Q9H6Q4	NM_022493.1
B17R16C14	nuclear prelamin A recognition factor-like (NARFL)	Q9H6Q4	NM_022493.1
B17R16C15	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	Q9BUK0	NM_001011667.1,NM_001011669.1,NM_001011670.1
B17R16C16	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	Q9BUK0	NM_001011667.1,NM_001011669.1,NM_001011670.1
B17R16C17	UPF0544 protein C5orf45  [Source:UniProtKB/Swiss-Prot;Acc:Q6NTE8]	A6NCB8,A6NFN7	NM_001018062.1,NM_001018061.1
B17R16C18	UPF0544 protein C5orf45  [Source:UniProtKB/Swiss-Prot;Acc:Q6NTE8]	A6NCB8,A6NFN7	NM_001018062.1,NM_001018061.1
B17R16C19	AP-3 complex subunit sigma-1	Q92572	NM_001284.2
B17R16C20	AP-3 complex subunit sigma-1	Q92572	NM_001284.2
B17R16C21	Guanylate-binding protein 4	Q96PP9	BC070055.1
B17R16C22	Guanylate-binding protein 4	Q96PP9	BC070055.1
B17R17C01	sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae) (SIRT6)	Q8N6T7	BC005026.1
B17R17C02	sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae) (SIRT6)	Q8N6T7	BC005026.1
B17R17C03	ribosomal protein S6 kinase, 70kDa, polypeptide 1 (RPS6KB1)	P23443	BC053365.1,NM_003161.1
B17R17C04	ribosomal protein S6 kinase, 70kDa, polypeptide 1 (RPS6KB1)	P23443	BC053365.1,NM_003161.1
B17R17C05	melanoma antigen family A, 12 (MAGEA12)	P43365	BC003408.2
B17R17C06	melanoma antigen family A, 12 (MAGEA12)	P43365	BC003408.2
B17R17C07	leucine-rich repeats and IQ motif containing 2 (LRRIQ2)	Q8IW35	NM_024548.2
B17R17C08	leucine-rich repeats and IQ motif containing 2 (LRRIQ2)	Q8IW35	NM_024548.2
B17R17C09	Yip1 domain family, member 4 (YIPF4)	Q9BSR8	NM_032312.2
B17R17C10	Yip1 domain family, member 4 (YIPF4)	Q9BSR8	NM_032312.2
B17R17C11	nucleophosmin/nucleoplasmin, 3 (NPM3)	O75607	NM_006993.1
B17R17C12	nucleophosmin/nucleoplasmin, 3 (NPM3)	O75607	NM_006993.1
B17R17C13	Erythropoietin	P01588	NM_000799.1
B17R17C14	Erythropoietin	P01588	NM_000799.1
B17R17C15	Hypothetical protein HSPC129, mRNA (cDNA clone MGC:46091 IMAGE:5744745), complete cds	NA	NA
B17R17C16	Hypothetical protein HSPC129, mRNA (cDNA clone MGC:46091 IMAGE:5744745), complete cds	NA	NA
B17R17C17	chromosome 1 open reading frame 87 (C1orf87)	Q8N0U7	NM_152377.1
B17R17C18	chromosome 1 open reading frame 87 (C1orf87)	Q8N0U7	NM_152377.1
B17R17C19	PRELI domain-containing protein 2	Q8N945	NM_138492.1,BC012033.1
B17R17C20	PRELI domain-containing protein 2	Q8N945	NM_138492.1,BC012033.1
B17R17C21	Arginine/serine-rich coiled-coil protein 1	Q96IZ7	BC010357.1
B17R17C22	Arginine/serine-rich coiled-coil protein 1	Q96IZ7	BC010357.1
B17R18C01	casein kinase 1, gamma 2 (CSNK1G2)	P78368	NM_001319.5
B17R18C02	casein kinase 1, gamma 2 (CSNK1G2)	P78368	NM_001319.5
B17R18C03	Voltage-dependent anion-selective channel protein 2	P45880	BC012883.1
B17R18C04	Voltage-dependent anion-selective channel protein 2	P45880	BC012883.1
B17R18C05	protein kinase, AMP-activated, beta 2 non-catalytic subunit (PRKAB2)	O43741	BC053610.1
B17R18C06	protein kinase, AMP-activated, beta 2 non-catalytic subunit (PRKAB2)	O43741	BC053610.1
B17R18C07	angiopoietin-like 2 (ANGPTL2)	Q9UKU9	BC012368.1
B17R18C08	angiopoietin-like 2 (ANGPTL2)	Q9UKU9	BC012368.1
B17R18C09	UPF0556 protein C19orf10	Q969H8	NM_019107.3
B17R18C10	UPF0556 protein C19orf10	Q969H8	NM_019107.3
